mode,scenario_id,Q_day,M_self,M_green,M_green_2030,M_sell,min_policy_margin,violation_score
continuous,W2P4,54,0.4,-0.08960035655920359,-0.13960035655920358,0.2,-0.08960035655920359,0.08960035655920359
continuous,W2P4,45,0.3802534952690301,-0.056171950469833865,-0.10617195046983385,0.18025349526903,-0.056171950469833865,0.056171950469833865
continuous,W2P4,36,0.3802534952690301,-0.0018395618556701354,-0.051839561855670124,0.18025349526903,-0.0018395618556701354,0.0018395618556701354
continuous,W3P1,72,0.23816377234772812,0.31934268301915364,0.26934268301915365,0.03816377234772811,0.03816377234772811,0.0
continuous,W3P1,63,0.23816377234772812,0.4020572397073649,0.3520572397073649,0.03816377234772811,0.03816377234772811,0.0
continuous,W3P1,54,0.14841683315403942,0.423510374882385,0.37351037488238503,-0.05158316684596059,-0.05158316684596059,0.05158316684596059
continuous,W3P1,45,-0.01102684288714706,0.37312695764175524,0.32312695764175525,-0.21102684288714713,-0.21102684288714713,0.22205368577429418
continuous,W3P1,36,-0.17047051892833354,0.3002895904925544,0.2502895904925544,-0.37047051892833355,-0.37047051892833355,0.540941037856667
continuous,W3P2,72,0.39286512981542465,0.1907199636611402,0.1407199636611402,0.19286512981542467,0.1907199636611402,0.0
continuous,W3P2,63,0.39286512981542465,0.2562566776082897,0.2062566776082897,0.19286512981542467,0.19286512981542467,0.0
continuous,W3P2,54,0.39286512981542465,0.34199673154063287,0.2919967315406329,0.19286512981542467,0.19286512981542467,0.0
continuous,W3P2,45,0.25359156008271455,0.3525186616316854,0.3025186616316854,0.053591560082714595,0.053591560082714595,0.0
continuous,W3P2,36,0.015213678486635795,0.27508913230240567,0.22508913230240568,-0.18478632151336427,-0.18478632151336427,0.18478632151336427
continuous,W3P3,72,0.4,0.03738360208948455,-0.012616397910515442,0.2,0.03738360208948455,0.0
continuous,W3P3,63,0.4,0.08244191285318919,0.0324419128531892,0.2,0.08244191285318919,0.0
continuous,W3P3,54,0.4,0.1413905808943694,0.09139058089436941,0.2,0.1413905808943694,0.0
continuous,W3P3,45,0.4,0.22182313164134543,0.17182313164134544,0.2,0.2,0.0
continuous,W3P3,36,0.30125042073375985,0.27508913230240556,0.22508913230240557,0.10125042073375976,0.10125042073375976,0.0
continuous,W3P4,72,0.4,-0.023786812022106085,-0.07378681202210607,0.2,-0.023786812022106085,0.023786812022106085
continuous,W3P4,63,0.4,0.013102057454248917,-0.03689794254575107,0.2,0.013102057454248917,0.0
continuous,W3P4,54,0.4,0.06136284851186047,0.01136284851186048,0.2,0.06136284851186047,0.0
