scenario_id,Q_day,total_cost,unit_cost,E_load,E_re,E_buy,E_sell,E_curtail,E_self,R_self,R_green,R_sell,class,pass_self,pass_green,pass_green_2030,pass_sell,x_vector,buy_vector,sell_vector
W2P3,72,631468.5266328767,8770.396203234399,1056.7199999999998,234.584,822.136,0.0,0.0,234.584,1.0,0.22199258081611029,0.0,部分满足,True,False,False,True,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 35.9502 37.5618 35.72 32.6042 29.588 26.5118 23.3218 25.246 29.8762 34.234 34.8318 36.578 39.3078 41.032 41.6382 40.936 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W2P3,63,516560.7266328767,8199.376613220265,932.2199999999999,234.584,697.636,0.0,0.0,234.584,1.0,0.25164017077513895,0.0,部分满足,True,False,False,True,1 1 1 1 1 1 1 1 1 1 0.214357 0.287036 0.361161 0.745783 0.391663 1 1 1 1 1 1 1 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 35.9502 37.5618 35.72 0 0 0 12.7718 0 29.8762 34.234 34.8318 36.578 39.3078 41.032 41.6382 40.936 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W2P3,54,401740.7156328766,7439.6428820903075,807.7199999999998,234.584,573.1359999999999,0.0,0.0,234.584,1.0,0.2904273758233052,0.0,部分满足,True,False,False,True,1 1 1 1 1 1 1 1 1 1 0.214357 0.287036 0.361161 0.438029 0.391663 1 1 1 0.118602 0.1 0.1 0.989152 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 35.9502 37.5618 35.72 0 0 0 0 0 29.8762 34.234 34.8318 0 1.9578 3.682 41.188 40.936 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W2P3,45,310499.83163287665,6899.99625850837,683.2199999999998,234.584,449.1039999999998,0.46799999999998965,0.0,234.116,0.9980049790267026,0.34266561283334807,0.0019950209732973673,全满足,True,True,False,True,1 1 1 1 1 1 1 0.13373 0.694742 1 0.214357 0.287036 0.361161 0.438029 0.391663 1 1 0.16068 0.118602 0.1 2.59498e-16 0.1 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 0 24.8936 35.72 0 0 0 0 0 29.8762 34.234 0 0 1.9578 0 4.2882 40.936 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.468 0 0 0
W2P3,36,219869.5316328768,6107.486989802133,558.7200000000001,234.584,324.60400000000004,0.46799999999998965,0.0,234.116,0.9980049790267026,0.4190220504009163,0.0019950209732973673,全满足,True,True,True,True,1 1 1 1 1 1 1 0.13373 0.1 0.139277 0.214357 0.287036 0.361161 0.438029 0.391663 0.280381 0.175084 0.16068 0.118602 0.1 2.59498e-16 0.1 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 0 0.2118 0 0 0 0 0 0 0.012 0 0 0 1.9578 0 4.2882 40.936 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.468 0 0 0
W2P4,72,670961.2626328768,9318.906425456622,1056.7199999999998,169.94400000000002,886.776,0.0,0.0,169.94400000000002,1.0,0.16082216670451968,0.0,部分满足,True,False,False,True,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 37.2302 40.7618 40.84 40.2842 39.828 35.4718 29.7218 31.646 35.6362 39.354 38.0318 37.858 39.3078 41.032 41.6382 40.936 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W2P4,63,556053.4626328769,8826.245438617094,932.22,169.94400000000002,762.276,0.0,0.0,169.94400000000002,1.0,0.18230031537619876,0.0,部分满足,True,False,False,True,1 1 1 1 1 1 1 1 1 1 0.1 0.1 0.516188 0.283812 1 1 1 1 1 1 1 1 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 37.2302 40.7618 40.84 2.9342 2.478 15.3936 0 31.646 35.6362 39.354 38.0318 37.858 39.3078 41.032 41.6382 40.936 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W2P4,54,441145.66263287654,8169.364122831047,807.7199999999998,169.94400000000002,637.7759999999996,0.0,0.0,169.94400000000002,1.0,0.2103996434407964,0.0,部分满足,True,False,False,True,1 1 1 1 1 1 1 1 1 1 0.1 0.1 0.145258 0.283812 0.237446 1 1 1 0.1 0.933484 0.1 1 1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 37.2302 40.7618 40.84 2.9342 2.478 0 0 0 35.6362 39.354 38.0318 0.508 36.5474 3.682 41.6382 40.936 39.2842,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
W2P4,45,342767.17773287673,7617.048394063928,683.2199999999998,169.94400000000002,516.6317999999999,3.355799999999968,0.0,166.58820000000006,0.98025349526903,0.24382804953016612,0.019746504730970012,部分满足,True,False,False,True,1 1 1 1 1 1 1 1 1 1 2.56823e-16 2.56823e-16 0.145258 0.283812 0.237446 1 1 1 0.1 0.1 2.59498e-16 0 0.133484 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 37.2302 40.7618 40.84 0 0 0 0 0 35.6362 39.354 38.0318 0.508 1.9578 0 0.1382 4.9756 39.2842,0 0 0 0 0 0 0 0 0 0 1.2158 1.672 0 0 0 0 0 0 0 0 0.468 0 0 0
W2P4,36,252136.87773287686,7003.802159246579,558.7200000000003,169.94400000000002,392.1318000000001,3.355799999999968,0.0,166.58820000000006,0.98025349526903,0.29816043814432985,0.019746504730970012,部分满足,True,False,False,True,1 1 1 1 1 1 1 0.102887 0.1 0.1 2.56823e-16 2.56823e-16 0.145258 0.283812 0.237446 1 0.730598 1 0.1 0.1 2.59498e-16 0 0.1 1,37.5578 34.0998 32.9198 32.186 32.7802 33.5102 34.8602 0 3.4118 3.49 0 0 0 0 0 35.6362 28.1738 38.0318 0.508 1.9578 0 0.1382 3.586 39.2842,0 0 0 0 0 0 0 0 0 0 1.2158 1.672 0 0 0 0 0 0 0 0 0.468 0 0 0
